lead_time,total_stay,adr,total_guests,total_of_special_requests,hotel,arrival_date_month,market_segment,distribution_channel,customer_type,deposit_type,is_repeated_guest,actual_is_canceled,pred_cancel_prob
2,1,130.0,2.0,2,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.1466243630127528
16,4,6.0,2.0,1,City Hotel,January,Direct,Direct,Transient-Party,No Deposit,0,0,0.046663258174363495
56,1,120.0,2.0,0,City Hotel,June,Offline TA/TO,Corporate,Transient-Party,No Deposit,0,1,0.08259666700313256
44,3,75.0,2.0,0,City Hotel,February,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9843060603482988
18,5,33.3,1.0,0,Resort Hotel,April,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.0940369610570143
7,1,94.0,1.0,0,City Hotel,August,Corporate,Corporate,Transient,No Deposit,0,0,0.17860488748901876
105,3,110.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9873950057717328
192,2,95.0,1.0,0,City Hotel,June,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.17996117026475275
161,4,125.1,3.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.4713774710812843
52,6,135.0,1.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.5057894537703657
11,1,75.0,4.0,2,Resort Hotel,February,Online TA,TA/TO,Transient,No Deposit,1,0,0.13959675208723124
87,3,105.0,2.0,2,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.2076487696780183
105,6,72.25,2.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient,No Deposit,0,1,0.26302374770095205
1,1,115.0,3.0,3,City Hotel,December,Direct,Direct,Transient,No Deposit,0,0,0.027804089172222896
21,4,70.0,1.0,0,City Hotel,March,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.08814156442968266
25,3,169.0,2.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.3287462423365177
5,1,85.0,3.0,2,Resort Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.12045362370629628
287,4,52.0,2.0,0,Resort Hotel,October,Groups,Corporate,Transient-Party,No Deposit,0,0,0.33919816197188773
25,3,160.0,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.31194261002864204
64,5,65.75,2.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.5482453213626126
47,3,85.5,2.0,0,Resort Hotel,May,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.15378545402733707
69,6,218.5,4.0,1,Resort Hotel,August,Direct,Direct,Transient,No Deposit,0,0,0.17518908929915455
147,4,89.1,2.0,0,City Hotel,June,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.2709796005703056
5,1,124.0,2.0,1,City Hotel,September,Online TA,TA/TO,Contract,No Deposit,0,1,0.17731663937068534
118,3,110.0,1.0,0,City Hotel,June,Offline TA/TO,Corporate,Transient-Party,No Deposit,0,0,0.10344923783800027
105,6,98.0,2.0,0,Resort Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.4910227608361132
9,4,74.8,2.0,2,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.14543100919301707
1,1,197.0,3.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.48191990544119695
171,7,182.86,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.3409018680765049
15,2,95.0,2.0,0,City Hotel,February,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9822482709900199
60,2,65.0,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.10451162581976914
314,2,62.8,2.0,0,City Hotel,August,Groups,TA/TO,Transient-Party,No Deposit,1,1,0.4750802605785878
283,2,96.0,2.0,0,City Hotel,October,Groups,TA/TO,Transient,Non Refund,0,1,0.9973357618727209
231,7,44.36,1.0,0,Resort Hotel,October,Groups,Direct,Transient-Party,No Deposit,0,0,0.21618802644805082
5,4,93.5,1.0,1,City Hotel,November,Online TA,TA/TO,Contract,No Deposit,0,0,0.19929629701330062
118,2,135.0,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.5600398343306316
22,3,80.0,2.0,0,Resort Hotel,December,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.21416925456834032
3,1,75.0,2.0,0,City Hotel,August,Direct,Direct,Transient,No Deposit,0,0,0.15465684027185134
14,2,129.0,2.0,1,City Hotel,September,Direct,Direct,Transient,No Deposit,0,0,0.08677995424458655
240,2,141.3,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.5240716729268572
336,4,67.5,1.0,0,Resort Hotel,September,Groups,Direct,Transient-Party,No Deposit,0,0,0.2583035239266142
440,2,62.0,2.0,0,City Hotel,September,Groups,TA/TO,Transient,Non Refund,0,1,0.9983107600821696
25,9,115.5,2.0,1,Resort Hotel,April,Direct,Direct,Transient,No Deposit,0,1,0.11067603927307153
67,8,149.4,1.0,0,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,1,0.5369990922712672
100,3,68.0,2.0,2,Resort Hotel,October,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.10415749059018084
98,3,84.0,1.0,0,City Hotel,November,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.27761514135784277
54,3,146.92,3.0,2,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.2200394769458933
259,4,130.0,4.0,0,Resort Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.7191343298323281
28,4,74.0,2.0,0,Resort Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.3635032964665432
125,6,29.16,2.0,3,Resort Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,1,0.10201565725328397
5,1,114.3,2.0,1,City Hotel,August,Direct,Direct,Transient,No Deposit,0,0,0.08880145485411578
98,1,58.0,2.0,1,Resort Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.2705357047582368
192,2,95.0,1.0,0,City Hotel,June,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.17996117026475275
178,5,135.0,2.0,2,Resort Hotel,July,Direct,Direct,Transient,No Deposit,0,0,0.08933092259665298
137,2,125.0,2.0,0,City Hotel,June,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9876172826457782
33,2,95.0,3.0,0,City Hotel,January,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.14909671137152763
30,4,92.25,2.0,1,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,0,0.268293699813283
3,1,54.0,2.0,1,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.21978892010489295
54,3,88.2,2.0,1,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,1,0.3181449907371277
251,7,51.02,2.0,1,Resort Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.5345044638596974
8,7,76.5,2.0,1,City Hotel,August,Online TA,Undefined,Transient-Party,No Deposit,0,1,0.14910284228963766
84,4,94.8,2.0,2,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.18115124094861138
166,7,105.28,2.0,1,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.4670943371365266
52,8,28.1,2.0,0,Resort Hotel,March,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.15518146442130773
4,1,0.0,2.0,1,City Hotel,October,Complementary,Direct,Transient,No Deposit,0,1,0.09930316778486975
7,6,145.33,2.0,1,Resort Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.26368837327839284
6,3,108.72,2.0,0,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,0,0.40840579160938184
142,3,135.0,3.0,0,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.6158906099387864
28,1,120.0,1.0,0,City Hotel,October,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.21577930471325968
39,2,75.8,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.3148594541421459
86,3,99.0,2.0,2,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.20891881104884777
82,2,130.0,2.0,0,City Hotel,May,Groups,TA/TO,Transient,Non Refund,0,1,0.993314021887762
44,3,1.0,1.0,0,City Hotel,January,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.18318200064676357
43,1,0.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.09309241193479734
23,2,118.0,2.0,2,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.1851392820139456
102,2,109.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.15882557810318987
37,2,99.9,2.0,0,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.4376703201563032
70,3,61.56,2.0,0,City Hotel,November,Direct,Direct,Transient,No Deposit,0,1,0.21429017630574138
15,1,125.0,1.0,0,City Hotel,July,Direct,Direct,Transient,No Deposit,0,0,0.1592746001429209
50,4,101.15,3.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.4859158993993668
6,2,127.82,1.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.24743287509925943
96,5,119.85,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.5594504494698956
171,2,54.5,1.0,0,Resort Hotel,April,Groups,TA/TO,Transient-Party,Non Refund,0,0,0.9879387684288086
3,2,213.0,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.2641969412328387
47,4,55.24,2.0,0,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.46001703313046716
1,2,154.0,2.0,0,Resort Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.3778670585567927
178,3,110.0,1.0,0,City Hotel,April,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9898797523394363
386,2,90.0,1.0,1,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.22022683827782963
254,1,100.7,2.0,1,City Hotel,July,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.36593653454661795
134,4,65.0,2.0,0,City Hotel,December,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9898396759301291
457,2,65.0,2.0,0,City Hotel,October,Groups,TA/TO,Transient,Non Refund,0,1,0.9986923344790205
240,4,80.75,2.0,0,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,1,0.6989125550884103
0,4,67.0,1.0,1,City Hotel,December,Corporate,Corporate,Transient,No Deposit,1,0,0.1041493639868272
0,2,0.0,1.0,0,Resort Hotel,March,Complementary,Direct,Transient,No Deposit,0,0,0.1248113629394991
196,5,79.26,2.0,0,City Hotel,July,Direct,Direct,Transient-Party,No Deposit,0,0,0.2268881112949879
47,1,89.0,2.0,1,Resort Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,0,0.2267087176771647
3,1,39.0,1.0,0,Resort Hotel,January,Direct,Direct,Transient-Party,No Deposit,0,0,0.06225022476973147
150,3,76.5,2.0,2,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.24322141661258212
66,2,125.1,2.0,0,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.5135110386851611
4,3,117.0,1.0,0,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.4327737071716928
157,7,51.85,2.0,0,Resort Hotel,June,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.24348084148242416
9,3,36.25,1.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.0861471345031205
138,3,65.0,2.0,0,Resort Hotel,April,Groups,TA/TO,Transient,Non Refund,0,1,0.9932083744121047
73,1,116.0,2.0,0,Resort Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.42126325483452354
1,3,108.0,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.3989083889325169
151,3,86.0,2.0,0,City Hotel,July,Groups,TA/TO,Transient-Party,Non Refund,0,1,0.9911163709461199
17,4,110.0,1.0,0,City Hotel,October,Groups,TA/TO,Transient,Non Refund,0,1,0.991307568348441
99,1,37.8,2.0,1,Resort Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.2663480772372587
87,5,99.0,1.0,0,City Hotel,April,Direct,Direct,Transient,No Deposit,0,0,0.2390360434742523
70,2,90.0,1.0,0,City Hotel,June,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.11022558759885756
357,2,99.0,2.0,0,City Hotel,May,Online TA,TA/TO,Transient,No Deposit,0,1,0.7752878230402452
277,3,100.0,2.0,0,City Hotel,November,Groups,TA/TO,Transient,Non Refund,0,1,0.9974589652070168
11,2,136.0,2.0,1,City Hotel,October,Online TA,TA/TO,Contract,No Deposit,0,0,0.22131499853843967
186,3,90.0,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.49495894524299405
7,3,43.0,1.0,1,Resort Hotel,February,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.13580569693447575
44,2,93.6,2.0,2,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.14337207268523394
28,7,43.0,1.0,0,Resort Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,1,0.40060045299136327
117,3,138.5,3.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.19949615037976
29,2,69.5,2.0,1,City Hotel,February,Direct,Direct,Transient-Party,No Deposit,0,0,0.06428286708357432
0,1,39.0,1.0,0,Resort Hotel,January,Direct,Direct,Transient,No Deposit,0,0,0.10234539021546062
32,2,73.0,1.0,0,City Hotel,November,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.10267886974934433
13,2,95.0,1.0,0,City Hotel,July,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.11335240988122372
17,4,141.0,3.0,3,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.093516842977942
46,5,128.38,2.0,1,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.3547551759519967
48,2,97.2,2.0,2,City Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.1741404336655222
1,3,46.0,1.0,0,Resort Hotel,March,Corporate,Corporate,Transient,No Deposit,1,0,0.11111658854182387
12,2,130.0,1.0,0,City Hotel,October,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.13054080316564853
8,5,75.0,2.0,0,City Hotel,August,Direct,Direct,Transient,No Deposit,0,0,0.183881298205509
160,14,53.55,1.0,2,Resort Hotel,September,Offline TA/TO,TA/TO,Contract,No Deposit,0,0,0.05769873171336441
173,3,85.0,2.0,0,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,0,0.5817617495475257
95,2,65.0,2.0,0,City Hotel,May,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.25361231373680043
118,2,160.0,3.0,1,Resort Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.3565990560587107
155,7,101.88,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.45836109042371953
3,2,124.0,2.0,1,City Hotel,August,Direct,Direct,Transient,No Deposit,0,0,0.09405610357671099
30,2,109.5,2.0,1,Resort Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.24632260370219283
122,2,253.0,2.0,4,Resort Hotel,August,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.04279379810640632
120,4,94.86,2.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.5793858760222698
185,2,122.4,2.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.46631235624829526
422,2,65.0,2.0,0,City Hotel,September,Groups,TA/TO,Transient-Party,No Deposit,0,1,0.5847400082591505
10,2,120.0,2.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.2804219490455915
11,4,94.6,2.0,0,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,0,0.4159807404945789
405,2,91.5,1.0,0,City Hotel,July,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.3775554726438162
21,1,149.0,3.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,0,0.292896369832012
183,4,130.0,2.0,0,City Hotel,May,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.991185524050821
130,3,110.0,2.0,1,Resort Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.3263385123362395
61,3,118.8,2.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.5170528079296521
56,3,107.1,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.3118676215983868
150,5,152.1,3.0,0,City Hotel,April,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.550986378049462
56,4,185.0,1.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.13557864579673162
214,3,75.0,1.0,0,City Hotel,November,Groups,Corporate,Transient,No Deposit,0,0,0.429026268321036
5,2,51.0,1.0,0,Resort Hotel,October,Corporate,Corporate,Transient,No Deposit,1,0,0.12911562538622548
21,1,120.0,1.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.2476718540611963
35,4,88.4,2.0,2,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,1,0.19704403960112274
0,1,65.0,1.0,0,Resort Hotel,September,Direct,Direct,Group,No Deposit,0,0,0.038579969903630745
8,1,98.0,1.0,0,City Hotel,April,Corporate,Corporate,Transient,No Deposit,0,0,0.18200272933354786
92,3,79.0,2.0,0,Resort Hotel,February,Groups,TA/TO,Transient,Non Refund,0,1,0.9931314938309784
27,7,92.0,1.0,0,City Hotel,October,Direct,Direct,Transient,No Deposit,0,0,0.20617479771822314
317,2,120.0,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9941838507238874
183,3,80.1,2.0,2,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,1,0.27765123771477884
70,4,106.25,3.0,3,City Hotel,April,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.07142154625889302
28,2,166.0,2.0,0,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.4715085572152344
100,1,108.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9857973889134165
278,2,62.0,2.0,0,City Hotel,July,Groups,TA/TO,Transient-Party,Non Refund,0,1,0.9944313392517167
98,3,79.2,2.0,2,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,1,0.23368705578522836
67,5,74.8,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.37449108857822866
51,2,117.9,2.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.30330819756341126
185,7,81.0,2.0,1,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.42202754899308254
8,1,60.0,2.0,0,Resort Hotel,March,Direct,Direct,Transient,No Deposit,0,0,0.1079743608283128
33,8,100.0,3.0,2,City Hotel,January,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.08836796840184051
3,3,141.0,2.0,0,City Hotel,May,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.11072924601671269
27,3,77.87,2.0,0,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,1,0.49328654050784615
276,3,95.0,2.0,0,City Hotel,September,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.2626096890825755
35,3,85.0,2.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.19197757369408935
50,3,65.0,2.0,1,City Hotel,March,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.11172029266216023
15,4,102.0,2.0,2,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,0,0.18849114045541848
358,2,62.0,2.0,0,City Hotel,June,Groups,TA/TO,Transient,Non Refund,0,1,0.9976584328192192
251,3,125.0,2.0,0,City Hotel,March,Groups,TA/TO,Transient,Non Refund,0,1,0.9967239886515108
4,2,58.0,2.0,1,Resort Hotel,November,Online TA,TA/TO,Transient,No Deposit,0,0,0.20629887757211754
1,17,70.67,2.0,0,City Hotel,January,Direct,Direct,Transient,No Deposit,0,0,0.2669729715535029
2,5,91.8,2.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.4949641302877301
145,1,191.0,2.0,2,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.23658516495129578
17,1,97.0,2.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,1,0.38721101817130915
20,4,132.6,3.0,1,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,1,0.3276071384291214
225,4,92.65,2.0,1,City Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.515200822291556
50,3,60.0,2.0,0,City Hotel,November,Offline TA/TO,TA/TO,Transient,No Deposit,0,0,0.19498412342985325
39,2,177.0,3.0,2,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.21246386621653401
117,3,94.5,2.0,0,City Hotel,August,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.16669713555503743
67,3,85.5,2.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.5015410948506146
2,1,118.0,2.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.29323493367296183
29,4,86.7,2.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.5108421115440375
440,2,62.0,2.0,0,City Hotel,September,Groups,TA/TO,Transient,Non Refund,0,1,0.9983107600821696
33,2,168.0,3.0,0,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.488225400556007
0,2,118.5,2.0,0,Resort Hotel,October,Online TA,TA/TO,Transient,No Deposit,0,0,0.3831481336513034
39,4,85.0,2.0,0,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,1,0.521130814044997
19,5,159.8,2.0,0,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.517811442218186
92,4,72.49,2.0,1,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.3127503279670089
47,3,130.33,2.0,1,City Hotel,November,Direct,Direct,Transient,No Deposit,0,0,0.12300606243828476
54,3,93.6,2.0,1,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,0,0.3065951854921397
119,3,99.3,2.0,1,City Hotel,April,Online TA,TA/TO,Transient-Party,No Deposit,0,0,0.2654180012597592
40,5,149.4,2.0,0,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.534800761548211
1,1,65.0,1.0,0,City Hotel,September,Corporate,Corporate,Transient,No Deposit,1,0,0.1326562195187635
106,3,125.0,2.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.3866455535957158
107,2,117.0,2.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.5566535334782354
41,7,69.29,2.0,0,City Hotel,December,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.159596065535097
76,1,120.0,1.0,0,City Hotel,October,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,1,0.12963056035820789
9,3,125.27,2.0,1,City Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.288091716797525
2,1,74.25,3.0,1,City Hotel,December,Direct,Direct,Transient,No Deposit,0,0,0.10247028982779202
275,2,50.0,2.0,0,Resort Hotel,October,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9910108282531421
112,3,40.0,1.0,0,Resort Hotel,March,Corporate,Corporate,Transient-Party,No Deposit,0,1,0.11425529691575335
156,3,96.3,2.0,2,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.248357165156193
55,6,135.0,2.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.5556111200617682
161,3,130.0,2.0,0,City Hotel,March,Offline TA/TO,TA/TO,Transient,Non Refund,0,1,0.9888585690590082
214,7,130.0,1.0,0,City Hotel,June,Groups,TA/TO,Transient,Non Refund,0,1,0.9966936695435588
50,9,200.67,1.0,1,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,1,0.36207622525814814
106,3,94.5,2.0,0,City Hotel,April,Direct,Direct,Transient-Party,No Deposit,0,0,0.16397409000182203
49,3,86.76,2.0,1,City Hotel,March,Online TA,TA/TO,Transient,No Deposit,0,0,0.2705020457209578
15,8,90.0,1.0,0,Resort Hotel,March,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.1066150067494565
185,3,103.5,2.0,0,City Hotel,December,Online TA,TA/TO,Transient,No Deposit,0,1,0.6824839585016765
139,3,126.0,2.0,1,City Hotel,June,Online TA,TA/TO,Transient,No Deposit,0,1,0.39845657684402086
96,4,166.05,3.0,4,City Hotel,September,Online TA,TA/TO,Transient,No Deposit,0,0,0.06690343304622286
88,4,150.0,3.0,1,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.4056973287631582
229,4,89.25,2.0,0,City Hotel,October,Online TA,TA/TO,Transient,Non Refund,0,1,0.9980250165351736
111,2,95.0,2.0,1,City Hotel,April,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.17006319973620498
107,2,130.0,2.0,1,City Hotel,June,Offline TA/TO,TA/TO,Transient-Party,No Deposit,0,0,0.07909403492482549
2,1,89.0,1.0,1,City Hotel,October,Corporate,Corporate,Transient,No Deposit,1,0,0.08450382089744855
226,2,96.0,2.0,0,City Hotel,August,Groups,TA/TO,Transient,Non Refund,0,1,0.9964809761349673
27,4,226.0,2.0,0,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.4894682893965262
17,1,69.0,2.0,0,Resort Hotel,December,Direct,Direct,Transient,No Deposit,0,0,0.15432967940015888
420,3,90.0,2.0,0,City Hotel,May,Groups,TA/TO,Transient,Non Refund,0,1,0.9984789467424321
13,3,86.55,2.0,0,Resort Hotel,March,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.1585938987744424
14,5,82.88,2.0,2,City Hotel,January,Online TA,TA/TO,Transient,No Deposit,0,1,0.1571033002321838
2,1,0.0,2.0,1,City Hotel,December,Complementary,Direct,Transient,No Deposit,0,0,0.11363349187968552
91,3,105.0,2.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,1,0.5420109352939619
185,8,117.9,3.0,0,City Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,1,0.7121597724728538
4,2,70.0,1.0,0,City Hotel,January,Groups,TA/TO,Transient-Party,No Deposit,0,0,0.1767046400190816
0,1,40.0,1.0,0,Resort Hotel,February,Direct,Direct,Transient,No Deposit,0,0,0.12267951300981807
74,2,189.0,3.0,0,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.5918478810463772
37,7,210.0,4.0,0,Resort Hotel,July,Online TA,TA/TO,Transient,No Deposit,0,0,0.5750748275750196
3,2,86.0,1.0,1,City Hotel,February,Online TA,TA/TO,Transient,No Deposit,0,0,0.2657468600752704
178,5,136.6,2.0,2,Resort Hotel,July,Direct,Direct,Transient,No Deposit,0,0,0.0896815109500129
22,1,62.0,1.0,0,City Hotel,November,Corporate,Corporate,Transient-Party,No Deposit,0,0,0.112869148225814
212,6,217.67,2.0,4,Resort Hotel,August,Online TA,TA/TO,Transient,No Deposit,0,0,0.11398208121303646
33,1,146.7,3.0,2,City Hotel,April,Online TA,TA/TO,Transient,No Deposit,0,0,0.18764089613066814
